ID,target
000d6aaf2,28028577.22117705
000fbd867,613490.0453562649
0027d6b71,2140264.731747333
0028cbf45,1893345.8764559973
002a68644,7452766.923531418
002dbeb22,2777838.276573722
003925ac6,140826.52962884036
003eb0261,616467.0761229912
004b92275,1011287.5470821613
0067b4fef,437352.42499645054
00689ee2c,979974.338785577
0069007ac,15487935.869526211
006b60dd7,333219.81723870547
008057126,7412184.750314775
008825875,711815.2383273274
0096e207e,753900.9120845902
00c2deb75,194752.07970925374
00ce2134f,3793241.3063054793
00e7ba121,2809082.027093341
00ecc53f2,48534.846436041575
00fb69afe,1553664.0166060554
00fc78888,3561563.640332797
0110c05db,6349334.690717589
0126abf21,15195531.551712941
012800ace,744191.1988662841
012d8bc84,387995.3532270651
012d9baab,6916329.952491794
01346ebb9,1666396.2726897001
013842698,876996.5341190482
01432f2c7,4393977.474730488
014aa259b,271310.5090511137
015a1c656,18972633.47754428
0161ebeea,4700512.353145647
0163ff75d,18661667.670837414
01666d7a4,805224.8210974635
017ad263f,6034947.605613775
01a09167b,9255202.484669201
01b1dd07c,1757724.3189082462
01b4bd64a,18455089.80132245
01b4c938b,6639947.649194899
01bf430de,18754914.823618904
01db20056,10225913.845964689
020b34e31,4684042.015666604
02111eb6f,9197352.863509737
021f11b0c,28681527.945017148
025b6897a,4306187.8390578255
026c1767f,1631371.1082562532
0270d1d7b,5118022.661823832
027484f21,12808444.337160742
028020c53,9544311.044859478
02869e5f9,2531684.7017768724
02aa73470,10013250.368830292
02c00f064,1281443.22897427
02d144b6b,2009778.6374774154
02d2b0a64,13623003.4550852
02d4da4c6,224733.22812413008
02d69b525,853738.1296681663
02d791038,279044.5448325393
02e34c8e3,98029.7816078635
02f97498e,8302144.3623632295
02fc56b21,18894735.11364621
030edce8a,18688622.5606151
031ddd56a,973149.6575094813
032818895,9500203.102461554
032beb98c,24412637.84373184
03498d10d,100192.6841026052
034c32bb4,8897825.378769102
034e7a354,12141822.826930279
035419398,1016241.3134611102
0357f3417,10218597.406557685
035b68a24,22480516.82282163
0360e2d7e,76322.78246853423
03967601f,5176257.235248483
03a963ee8,4206156.971436673
03c23ecdf,32051969.69576353
03d938c35,225071.43624844993
03e106196,523089.0613020881
03ec1414d,203535.68752123966
03f924fe6,10083291.988943364
040843487,5016454.519671121
0424bf0f1,2380445.868951763
042cdc62a,4289980.432127158
043a2b686,15734914.316884577
048042a7b,58815.83582332617
04a154f62,9309991.714142172
04b3efeb9,3305117.0953925992
04bc62ea4,1864901.8738372987
04d0e4cf0,4688722.606074026
04d0f44bc,4269392.907589972
04ed5af8a,973563.1497680467
04fbf2d59,1071560.81400882
0527dddcf,4403471.271781371
0528302c3,5430468.634814644
0536e2258,925188.4415807117
054da754d,3113937.703653429
056c44518,31057887.002244342
058c8b11d,1876415.6626388386
0599759ce,7598187.040315107
059b6f1fa,2605756.061307753
059d00929,8674653.843852622
05a4eee1d,175325.28556486755
05b3e7717,10329875.79487548
05bd95a13,16891266.971573535
05f28202c,536002.7795356774
061309a97,1955833.8522471183
06131d5cc,5973264.301521054
062bb21e8,932317.4456606896
06488c90a,2627732.436878757
064d48f86,2669630.589553909
0662f9392,3922035.913170524
066502f55,2861510.3091453053
066608dee,97255.79058975165
06843cff2,6267941.579539435
068d32d7f,142375.24577998833
06cd03d09,3058818.2812682954
06e503809,19848897.036369514
06f5eb3b9,1309874.7915470593
06f84353d,382312.43960007204
06f8d2837,631711.0231981273
06fab8e09,9579029.721013755
070ff9b8c,1408209.632074779
071329972,8736550.757016202
071b32ef7,338616.2297272737
0733849bd,571096.0131206756
07495ca77,15778806.76106007
0763993d0,16725833.979354003
0770e5ca3,18427930.513669915
077787b5d,10629310.848764647
07874a916,1944830.4128894513
078c9588e,3827080.2901118053
07902a079,3052968.153754703
07954eaf6,817364.3176305848
079a1e508,2960088.403380638
07b34096c,41388.019544312454
07b7baef9,4411360.825758967
07d01b837,2660162.901178312
07eb3e75d,22854842.04368223
0803772fe,10898725.845350115
08067f653,2863252.386846847
08207f2c5,59983.64592119472
0823dffa9,101824.15535822071
084461f11,691224.0258636526
0850d8ad9,602037.5470796119
08557af71,31956675.28039728
085fb524c,3848918.8527599224
086a34c77,1412312.514476232
08799037c,27305554.298837196
087ea0844,10511924.675737103
089248d8e,14570119.456598222
08b341d7d,1977493.131619185
08c00d3d8,2092012.4192800112
08c1f91b0,209212.93944869938
08cb967e3,541289.2114300756
08cc2588d,162140.40950728563
08d27660b,4054777.2040531817
08ea2ecae,202145.41794448064
08f544828,22627573.501820438
08f855d4b,2451287.810745665
09183a245,6944872.097768752
0929d169b,1683142.2112224684
0933f9d69,10936514.19307484
0938ad7cf,4268587.195739385
093c7e5e3,2758490.477554173
09470c145,669966.0920047801
0953d0754,973126.3980909185
0975e4371,6095203.76579698
097b5abba,1719206.600619672
099606598,1626712.6172163256
09ae3dc3a,4532498.673434911
09ae920d2,11921710.158385037
09b364ec5,8088861.523445968
09bd7fed6,4852127.126560519
09d3f15c7,386603.2912379311
09edae2ab,29722645.519148774
09faef65b,1787299.3419090414
0a0e74070,99578.72585087811
0a26a4be2,23484717.280610673
0a3df71ab,100207.52042569571
0a48a49fa,7856074.572643806
0a5bd4c80,2796548.101667981
0a6e926ca,11218473.442981858
0a730d90b,1271735.155892104
0a76fdaa3,3445269.0999674886
0a845633d,6465267.932041691
0a8ec2e6a,1116901.049317333
0aaa23f8a,2073448.0210571126
0adce5e78,1825706.0586181744
0add41ccf,12088057.781800995
0ae1fdc31,1038297.3762797491
0af7c3421,11627878.597109077
0afd2e694,10122627.54258665
0aff378aa,5080216.6808707155
0b11670cf,3957675.7760376963
0b132f2c6,493749.5210965107
0b1f5ef87,1826919.207706843
0b20202fc,273022.82124806824
0b297d9f3,1858985.6735486335
0b59b910e,1858113.264698225
0b625d947,8044445.174869171
0ba28f4da,1795802.0343105511
0babe6002,391430.85550899873
0bbbe8deb,4407893.15494593
0bc4faf0e,284129.8867589148
0bd4a8ad2,9714693.415677065
0bd9b8737,4769851.615858688
0c32c635c,6754063.330783727
0c409e831,413736.7007735385
0c444d13b,3960479.7996512274
0c4dfffad,4332481.754448454
0c5491505,628426.5221125282
0c5525a98,270252.8283169491
0c5b5c1e0,310556.37440559705
0c8b1a649,3955590.292141062
0c97eddd2,9500766.939116105
0cba9fad9,4729230.540663141
0cbd1021b,422238.5038149295
0cc925146,1139921.9546997605
0ccf73685,4574088.455431671
0cef183f7,61454.86524778759
0cef3a40b,709697.5423299527
0cf253360,5107174.756889567
0cfbe380d,370529.7043971295
0d00a4015,2930932.7312157988
0d3e49bb0,1117646.9546359086
0d40b481b,8585433.483916186
0d6201f52,16074945.024733063
0d6cfdf99,683570.8060769975
0d88e8fc0,301421.9601724872
0d89cda20,9851152.736626493
0d930ad35,4325281.289974404
0d933b6ac,31867918.370231915
0dadd8851,1117593.58076511
0dd873736,1091131.03486065
0de8dbd9d,5564998.961117244
0dfc59af8,528478.7522497268
0e1920aa8,413233.73288548604
0e19c2272,135354.96993274498
0e2d63def,4862279.352336043
0e2e32e67,13791071.645574812
0e33dc3d1,1979554.724719558
0e54e257b,11101190.597229643
0e588402b,4531885.271043794
0e6d5a8b0,15666159.128595995
0e7ddb509,2885563.074468857
0e887aa09,1640553.4655127975
0e8c830c4,1338369.8743207422
0eb66e6ad,16413870.187376676
0ee72d61f,13515899.121740155
0efce87ee,8503670.086421503
0f1f08763,4078213.7071781107
0f2aaf7e5,7059212.992494613
0f2e84a29,1652580.1826562514
0f349b47a,10265626.697387772
0f3b3003f,8950939.533110753
0f452fd3e,17791322.983854
0f5517ab0,7904539.247536909
0f70e1a1c,769612.4221464855
0f9231688,47598.63331217161
0f925f08c,3055697.8733744076
0fadf9219,492371.3087887383
0fb080660,7191209.356564534
0fc215d64,1095614.4513237013
0fcb524b7,1985289.2327431843
0fdacab09,64747.900261043185
0fdc81882,45210.64546962298
0fddec776,4442326.535365215
0ff5ed246,7132877.764033257
1008166a8,2521374.8203996685
1016ba869,1385183.4542346643
101847559,9762173.002985764
102bd04d8,2005238.401723137
1045a5101,5602538.812940635
104ded997,558859.8472581311
1059bc35b,49864.84294791588
10a929b4f,18998430.2579015
10b8ee0d8,15690927.153656771
10bec3555,1242468.3104559425
10c2ea2f3,6090084.970154359
10e824dbb,17839946.09467212
10e82796a,1040250.8587899037
10f1de93a,4765128.780695648
10f890317,956045.0533407293
11250a507,11031020.63284048
113a0df16,1937341.160704469
1160f5e79,10642534.495319169
1160f65f5,1260133.402095616
1167509aa,10762468.686562283
11afe76e6,2598641.0566591443
11b309b45,1957184.1618695348
11b5f039b,21005607.30440161
11d5b7c0e,16932905.908279855
11df6f4bc,12313900.420381485
11fdde7eb,1932149.417145177
1208ab425,22899108.072089843
120eb3f4b,814777.6929199896
121736323,4484197.431988344
121e433d3,180266.27836932315
123a3e372,9576781.676853472
1240432e8,4336757.617270643
1240fa2e3,125962.89433970962
124807db0,235351.85693512802
1249ffb84,5258219.098998525
125046869,1927006.5139731416
1254c44d0,9836926.309862925
125c1ff5f,8850868.067442318
125e5f2f4,5230755.19046912
1260606f4,101158.33063715282
127478826,1884299.8216055953
127ed287e,968593.0219190654
1287d2d53,3791757.644813439
1296b73ee,935670.5140290654
1299cab28,1203458.8993174618
12ada2c6c,197122.11603451945
12b05d822,20955412.15137335
12b150758,1851859.4480966546
12c818f0f,1581931.106447863
12ced5924,288845.5540165384
12f86b2a5,199758.36533059817
12fdc199a,8367505.76090387
130159057,10902359.052804591
13091f18d,21469165.08775562
133486df6,3766141.148034557
133631910,420040.4116991509
133866461,4740658.923024061
1338ca6ae,917701.9293473351
134d63f82,4903783.170191826
1362bae6f,555759.1541975145
1372a718a,560893.8029425504
1373199ff,699340.9829928792
137fcea1a,16045312.617153931
1382adeb4,4235010.644278042
1392a8f7a,1095668.71734042
1394c1db5,275342.9125487891
13a05ef44,537218.6573872947
13aa1d8c9,3251433.2406375175
13b28c8b3,273352.90672868374
13b727a3f,2086823.5704515995
1419dfb4d,1979393.9810909182
141c2bd2b,28937400.08049831
141f4fdb8,2095110.3577712153
142deffec,1442175.2582326243
143a5293d,1053146.4355785316
14424d7cc,50449.77447289666
144ecf777,2665064.575612836
145673354,5873900.239938651
145973334,1792328.6704079283
146500b51,14296541.415827718
1469e98c5,2920382.4971066033
14a5d0fe8,8968425.49978613
14bd7d131,1943156.8185230917
14c84f0c0,10826586.060967354
14e082e9a,124992.87869435186
14f452ec9,2810661.0438413685
1503cdcc6,8523672.442866106
150c45d59,133587.49395865065
15193f459,5117816.406085171
153140a59,422168.4157105853
1533877f8,202037.69710055264
15503a18c,13537645.184259215
1550e27bb,962611.3507373369
155140b96,951313.7108557861
155cf878e,5982701.311573696
157d76880,1960287.8946298247
15842e967,12776107.798992049
1595c36d2,58145.951390646595
15a93fbc8,941303.6038989004
15cd1d1d5,8714352.190414086
15d255c9e,1934443.962421705
15dd66bbf,10123702.013117865
15defc71c,10974756.665747168
15fd7a9c6,181625.37732758545
16015eb55,1133317.297305459
161b74329,2616765.805270919
16264c5bc,10111801.933480706
16532a0c9,2408767.5617132206
1653b322d,16089162.244193992
1694a2a9f,615795.3529078275
16970ce16,1089032.6913169927
16a02e67a,2384745.5258690375
16ab8ae14,23855700.83283175
16ac64d07,349879.15100471623
16bc96b7b,4557503.854476361
16dd8452d,4425325.648391743
16e7329a9,4715045.914217528
16e9f83f3,3728240.3377036313
16eafcab5,11814772.78188322
16eea6b20,45641.71040735506
16f48066a,22954845.923706062
16f811105,648484.2923504838
16f95b9ee,2521852.6739031402
1719c79a1,15885161.643937493
17224efee,4285098.454551025
1739fb8c4,19484813.265370816
17b624c7c,18752778.589380868
17b8789d4,1346179.9787254524
17ba8f200,24800517.361594327
17c3e83e5,6651696.74769205
17d5bfa1d,10024055.66673725
17e2164c4,2785229.6921000513
17f9d8c9c,4644522.143655939
17fb87123,1644839.690535661
180f21115,1254082.139765616
183e6b6bc,7322183.7345230365
1842ddf03,4442067.191742973
18516f2bb,3490166.165771419
1857737c8,851777.52318245
186030841,2993955.299103802
18768ec17,77152.82638466632
188521e79,207004.44025088553
188884a1e,1993624.2849488265
189059ba4,23133101.09857644
1895c8f1d,4327435.555253133
189a2b5a6,1148953.0064022318
18a1b4d0a,6395406.282802065
18ae5156c,1155608.1374154633
18c26f151,1915417.985269901
18c2ecfd0,3683398.5498922104
18d443c1c,8102569.425504122
18d789f9f,357128.96994582954
18ed8b3d4,803612.857718943
18ef9e408,343947.2574502024
18f550ac1,68148.43921580698
18f7cfa18,4343721.735059921
1902ba327,1874254.2964053776
1906cc341,977760.711842659
190bdc46b,72808.634203722
1916752c5,31573597.74294431
194757772,924658.5778033001
19624675a,1072445.6362807779
1985cb518,5455076.90416699
198a1c3fa,164462.50990266548
198cdc4b7,2694893.4478384606
19959f0bf,4275004.319606521
1995ef82a,60842.12032786034
199f36888,11189506.841626557
19ac5ab5b,8599852.265090078
19bafc0eb,2506317.002229683
19bf41a02,58144.08866481075
19c416584,5058841.361602639
19ca6ecf0,211402.4891251131
19d7d39f6,9063316.901435014
19e3e9ef4,30385890.12131956
19e6e7f62,2813717.4061169084
19f60d902,908727.8935300092
1a01b3554,70805.11627376181
1a060c889,1200426.1031636083
1a0b7f0fc,4394546.258338542
1a29797fa,110165.0159909699
1a2fcf1b6,1936716.8300202556
1a4fdc864,5148867.5708070565
1a6507f27,6275062.506550731
1a65e321b,29253737.12638518
1a6eeab3f,1384122.3993973061
1a7c5c7eb,15169990.698849577
1a8d4e326,3621742.261759172
1aa1847e8,712075.345741598
1aa3777e8,2096568.320192282
1aafc7dff,904733.9669363628
1ab2af2b6,10867462.397774173
1ab56116c,628711.5889141851
1ac0da637,2803639.38155909
1addccea8,27203288.450803094
1ae64cc48,33428415.047472358
1ae79fa24,17976777.665975034
1b0bf8e81,1501888.7819337905
1b2383b69,983158.6013862039
1b27b561b,25361362.151663695
1b28e8107,11530618.671380298
1b2dac9f8,74987.2244614642
1b3e53c32,4954970.241319871
1b496f5ad,8255678.5757827
1b4f188b8,12769072.047026318
1b5ffb3c4,2091759.699926781
1b7d3d6b5,4787142.443869203
1b7dd98f9,190801.06959702552
1b856e021,3750012.5852927645
1b8b7d15a,7100756.502449272
1b9611c35,71243.51335957524
1bbe1ced7,7422857.568286318
1bc067951,17766185.455635544
1bc15dc5f,118737.11574279304
1bca204af,1401605.2190142095
1bf29b373,2707822.26743065
1bf5355f7,10390640.329731373
1bf546123,4615040.784038058
1bf991897,784490.536614648
1c24d9778,2337060.6974288
1c2abdc76,1442237.2009820107
1c468f019,2892357.826951197
1c973eb4c,1002399.1199951932
1ca047fe9,168359.9094733642
1cc560e54,6070654.7659023395
1ce8e1cd0,22649927.216008965
1cfe0853f,4245329.495086855
1d063a198,93352.687048182
1d38c946c,4072756.7263787007
1d45c1732,1964356.602418019
1d5579a73,775062.2276380749
1d6b68c22,11566575.017764747
1d6c71212,11699127.255956087
1d73fc433,105268.68777955677
1d778bbac,1731341.6468031448
1d7797f00,4709715.501461835
1d7b2c8a7,915796.5389677946
1d9d69586,4355335.782082722
1da1c06c1,2511281.1072632237
1daca90a8,5058985.461982942
1ddb43b56,765407.592422841
1dde4804d,270719.90108158905
1ded1e01e,4018307.8444420015
1dedfdbac,24605883.17799218
1df3ca92e,300847.6357449105
1e0338dcd,4449761.091022452
1e1d8d90e,2877557.3820549794
1e2f34688,18046388.885262154
1e3045c18,118071.72769352426
1e36dc609,4606735.538782035
1e49872f3,1054557.3458330492
1e4fc3c40,28889651.788293965
1e5f31318,361262.6826888245
1e62607ab,1104104.3983836062
1e6b7b391,4565493.470561931
1e70871d7,132787.21129478302
1e8655d44,1470441.7533350084
1e872ba44,3071453.9498332324
1ea13e5d4,162339.65613654623
1ea7f5723,64962.78983660788
1ebc766ed,4383998.445020756
1ec133eac,24808222.27569286
1ecd8ba97,3860701.4068612796
1edbf27ba,50284.04705493194
1eea651ed,111264.50034855888
1ef05eb96,32932506.436839
1f1f8f0b0,2010569.1234467751
1f2587bea,15562894.650455056
1f2a4dc5e,146741.11612224963
1f2c0b413,11595912.865629636
1f2d8d285,5385396.548790176
1f348d898,18719906.138655353
1f4ce0d39,2772953.560072701
1f55f007a,2581941.6776172244
1f7fbf3f9,100987.85612598933
1f8049a79,711399.1283550162
1f81be9eb,10440210.837695165
1f88b478f,954247.3618620713
1f8cc6b2e,983939.7686344205
1faae520c,764233.5330545082
1fac1f129,4303231.384140978
1fc4260ed,404875.51184347534
1fd0de5d7,5757362.247039276
1fddfdcb6,8710308.85273247
1fde53b81,10675400.563536081
1fe1c499d,6167909.899878541
1fec49750,25056136.03386175
1ff2124f7,58234.81139273882
200d280f2,2226467.5896727387
202d9a59a,7976355.619658592
2057cfe41,11914195.076856142
20768e427,53480.69915831847
207aa2662,3915306.392630367
207be7529,10070560.560105324
207d02e64,3573476.6256659743
209558f2d,22901343.488892306
20a9ce847,2818723.3036071886
20aa72e20,284972.28677637735
20b56724d,116258.41218638608
20c0383b4,74248.66783491745
20ca467ea,413174.51753563824
20e04521a,19473706.71701347
20e1c7d3f,4277862.824568207
20eb12e4d,12077605.624517368
20edaa019,179582.1920536539
20f356a24,11679957.233950784
20f53f3d7,10883496.85984962
2108e8f98,393112.5259672024
210d8e7b9,7180016.043929259
2115fae97,1439060.058191863
214c91c64,823187.7272427909
215895e0e,12795641.075837705
215ec1b11,59961.21253175772
217f330e8,3668218.867213862
21845d030,3150241.5644547124
218681ee8,19031900.424064662
219d1219c,9600313.886270812
21a005717,2007213.74640426
21c2eae29,8799667.54140382
21c3212a6,215578.58310946767
21d89ba5a,624735.51037344
21f574bbd,23494583.21079083
2221f5277,674348.9932086042
222534cca,422335.18936067855
223460a29,4602773.146803371
2237b620f,2793153.056992823
225b010d0,99172.33179717323
226841137,172398.0256068452
226c12d98,3959908.679186349
227d78eaa,273207.660508313
2288a98ad,3704135.253427599
2295c9ae3,4244607.092236535
22ad66f80,3023806.1256460752
22b060e4d,285017.02947522665
22b43e842,2176849.8146165875
22b5448e5,11632696.534448456
22cd3d13a,4199089.070302233
22f6e346e,41552.86501035612
22ff07fcc,899300.8248399898
2310af264,304514.5970394533
23284128a,1594839.0379160228
23366aeb1,26340542.591153655
233a45493,6277518.304073958
233b63ca6,192105.26880144668
23584ecf2,1467419.978076697
235a24ca0,5376038.539568821
235f5a1e8,17761022.287259143
23644a417,627724.5121331457
237a22a48,817033.528022668
238c9f64b,4894040.973458514
23a817a32,42276.952455171195
23ae9c56e,9041726.12143602
23bdf6d70,11648251.002787579
23ccc782e,4779477.541937416
23d8267ea,14080559.459507091
23e6b2507,9381370.109396107
23e998922,209617.05045612121
24005e477,765264.7329276021
24204cd10,510970.40246240405
242407fc6,11446465.17869777
242533f94,609084.8752350854
243072490,545506.5958448878
2432eb528,4376549.672843677
24438cac9,5071979.287036492
244961b09,4305560.969667185
244d7b71d,2739222.0716206
24588c72f,9858091.764062436
247290e41,5688172.5396001125
247642834,2635980.2706778585
24781c050,375577.85980295483
2482cd9db,1248325.4376547053
2498c80bd,11613558.359441072
249d3d394,10757206.839104302
24a88ba6c,358557.8884953067
24b407951,533747.0663336739
24bbde7fe,1306708.8149221144
24bcf52e7,18505723.41726579
24cee1fc3,48983.00548527279
24da6a83d,23323036.29554618
24dc91e16,8614664.427353907
24f01c094,4303797.918774254
250d402fb,1443726.4023877664
25106307a,339982.71032117214
2514ad945,357316.6201932945
2520e9f50,5981550.581640714
2527b34f3,384287.52976798435
252a0ebd7,4686226.544270057
252c61716,285959.4312246452
2534018eb,2033863.2384382435
25418cdf7,510374.3136380872
257677c45,10313548.728639271
257acfbad,1191107.7362679143
2585fcac9,1722940.7141541124
25aa357ac,2640228.8557322836
25d38c281,982997.0036467273
25dfbe678,1945281.3283107304
25e52ff5c,4218921.865269823
25e7a9b47,4337651.180880279
25e8ca08e,8395922.163535211
25f617f68,708104.0405881972
2601e7fca,5069924.757789171
26119f3aa,861381.6719567925
26134bfd8,8617035.895146988
2638b4fa5,2274106.153582835
263cd411e,8064712.440967999
264b40c7e,720201.9457929514
264ea7fa7,9681343.548900122
265503430,13401536.930819748
26607b251,7921725.056700711
266ee9712,1132594.6942387375
267199253,4799969.904491723
2675946ac,520415.9619762326
26846ac4f,66908.47010653529
26b4eaa5f,419737.49482263764
26b572673,1217735.1005829738
26b7e2338,95884.28303687966
26be4a82b,177926.65669648524
26cfa8f1a,4869589.503789179
26f5eaa32,7482865.323134895
2702d1b1a,207508.32619745596
270c67296,7929537.225948684
270e2b263,18877134.39464475
2731dad0d,343325.50812752853
273ee54f2,3839679.2039187658
2744a7500,16851938.629308082
2744e27bf,106181.0346034781
2752103e6,1535617.0823853754
2756fb429,4834336.665893376
2760982aa,900337.9836838777
27627b9ce,1272814.7030322899
2773077a1,8477849.596326431
2774c654c,881919.3161312806
2787cfeb7,4327140.09737246
279d16b1b,790110.5397973519
27e732cf2,5767825.276019592
27fb1913f,2027494.5241191946
27fc9cc41,10557294.514616942
2801250d8,284072.93416563526
285119a43,364491.8932783789
285640ed4,2435755.8651280734
2867475b8,310165.44923484756
286c781c5,13103638.219633553
286e6c1d1,4326097.200306588
287b61527,7822485.722072806
2882d560b,98020.2219101785
28d62f61e,219615.4441913242
28e98ec00,16416221.314629357
29136e042,493971.0527418154
2914a8ba1,102771.34939208506
292ad5716,4297467.542243739
292cd92c7,15799103.676688533
294299bd3,311551.73939997016
2958c5521,138617.6208605253
295c9bf75,34488583.37476842
29631d89a,570687.9852353934
296e653c7,21747010.62397044
297e4d38d,10237464.472563861
2983ee61b,19321958.015395097
299f4c64b,4818824.795730919
29bcb3582,4239827.683801029
29cabc045,149859.53377526897
29d15b733,136052.72406106172
29dc2f338,579018.8624351865
29e45ce90,29824181.798105016
29f3cdcb7,611292.2302786212
29f512db3,219843.9755302114
2a02b036d,10476350.87882778
2a1af2ab7,866231.9374242983
2a1ee0e61,180652.91963145643
2a24c98ad,4884953.372025241
2a267ed39,7825385.897542567
2a2cab548,235164.85694910865
2a464058e,47901.9758559145
2a7a5447e,16346006.14887042
2abea3c1a,763262.2578237667
2ad0cdab1,1987082.417811296
2ad9254de,10855146.096940009
2ad9b9d8b,761569.4111719285
2add40483,98423.55282417906
2b19f27d2,3537263.181129402
2b257ba1f,838580.1205455281
2b5d51bed,5274584.608256426
2b6766e0e,15678432.44353762
2b6deb2f0,1025631.2552846633
2b702ec3e,11509243.03816638
2b72ae5b2,5934850.4833255075
2b74a22d4,4429907.866354356
2b83eb254,7134796.757778736
2b98daba7,52859.425758062636
2b9fbca36,46852.511278657585
2bbbfc768,958771.8857160273
2bc8fb6f8,52640.327141489615
2bd27f4de,1508418.242785817
2bd7e26b0,553552.7112986352
2bda576f7,1342009.857780927
2bed95e2e,5558393.495402822
2bf931963,8663477.150814427
2bf9e385e,25999159.643238194
2bfe78895,16625751.563585054
2bffc6bde,1994309.270703288
2c01f939b,2697535.0652058274
2c03d41ec,869616.1640151876
2c044dc70,43585.36953086819
2c38b96b4,4256657.746301331
2c3a4c8e4,1226352.3672651933
2c433d84b,1407505.532337168
2c50538bc,455388.5196617936
2c518cd87,22884209.304558907
2c5bc71cb,861691.8278909507
2c64d169a,5181361.898308902
2c691187a,9343134.786620239
2c754044b,5735785.706579878
2c76eca7a,5099780.597989456
2c82cdec5,338544.7539741214
2c9a3b088,167756.43839053946
2c9a60809,2152409.390807071
2ca9abaf4,961914.7360339531
2cd540ec0,1303444.6872568955
2cfcd416d,588945.9289591
2cff7c17c,17375411.352783162
2d2e49caf,1958656.5870138006
2d4096dad,1026012.4945304664
2d5267ade,12306160.707988074
2d5942ff8,5671546.323092866
2d6fff5cc,1325680.3038586276
2d7145b44,8806078.113951635
2d7d3ea62,18307543.338777013
2d99c4386,4293540.881850482
2da855ace,12775932.765974572
2daeeec97,117267.33895757352
2db7bb348,8092995.13617561
2dbc76bec,273546.7706137911
2dcfac129,2111919.20606837
2dd0119ab,4846951.317479986
2de5ba507,3660141.9671472465
2de873e9f,1984861.7189321502
2e04e97f1,2353647.3358978955
2e11e7343,622418.1686486995
2e164e8ac,161633.2642760758
2e1ce6102,17628240.10657841
2e292b74b,2005035.4622133935
2e319ed26,2125104.2305085924
2e3afd3f6,3057282.476424356
2e57ec99f,287922.13119134796
2e5e4e336,5959761.643233096
2e6718d2c,1847534.3622879821
2e6e6851e,2187640.773199991
2e86c47b5,3021690.81746439
2e8a1817d,3581845.540388551
2e8ee92a7,1462145.5434905349
2eac253bb,8031319.361033796
2ecc23879,20463715.10826446
2ed599920,10184826.272731338
2ed7a5de6,1182891.5425080939
2efa782d6,4828103.6143502975
2f0f7fc19,11857112.51181709
2f177a7f7,558939.9878504947
2f17e847e,9700094.040340351
2f2297864,1839278.2395362945
2f2bb07f1,160086.20543820295
2f44af10b,1983797.4437553585
