ID,target
000d6aaf2,34274628.01430152
000fbd867,621423.0277836098
0027d6b71,2436332.847631461
0028cbf45,1976964.4997501364
002a68644,3978487.924046649
002dbeb22,2821091.5334925777
003925ac6,148363.24767001634
003eb0261,598536.1419167089
004b92275,956093.042969932
0067b4fef,473612.91130582633
00689ee2c,1086372.2624836906
0069007ac,16049722.731942657
006b60dd7,336465.0806475962
008057126,6871473.892602436
008825875,756584.1499224718
0096e207e,811535.4305496735
00c2deb75,184111.76424499808
00ce2134f,3509272.1098566838
00e7ba121,2731321.374583404
00ecc53f2,55198.10463102643
00fb69afe,1621845.1440190726
00fc78888,2755520.96601951
0110c05db,6126105.057555324
0126abf21,14411160.424096597
012800ace,829116.6610184396
012d8bc84,385402.6542098802
012d9baab,6619443.788163552
01346ebb9,1688277.9927639049
013842698,916498.6795029875
01432f2c7,3923788.433317457
014aa259b,130215.05640646839
015a1c656,19986677.578841925
0161ebeea,4509082.846285566
0163ff75d,19136796.68537983
01666d7a4,863740.6569439269
017ad263f,5870185.028492054
01a09167b,9211904.617954206
01b1dd07c,1951657.2047514603
01b4bd64a,18031842.410636168
01b4c938b,6473106.79812295
01bf430de,19827422.512862664
01db20056,9892844.311983362
020b34e31,4750061.227806956
02111eb6f,8762173.361010656
021f11b0c,28424063.57804276
025b6897a,3971561.883831214
026c1767f,1614873.4514134934
0270d1d7b,4275744.9813950565
027484f21,12884395.350831347
028020c53,9929963.094881184
02869e5f9,2450989.341880421
02aa73470,9990146.773304855
02c00f064,1414411.4512190607
02d144b6b,1986917.0765674668
02d2b0a64,15269897.751352275
02d4da4c6,224487.15289345433
02d69b525,873919.5312716082
02d791038,275796.82247409463
02e34c8e3,101758.77682814741
02f97498e,7985791.6257592505
02fc56b21,19118086.582624767
030edce8a,18303608.819793526
031ddd56a,1355495.1493119688
032818895,7256611.162289673
032beb98c,26426688.274051853
03498d10d,120091.33826972931
034c32bb4,8965476.254112292
034e7a354,11864424.720803779
035419398,1109744.6590951018
0357f3417,9970357.444149818
035b68a24,24366466.258118812
0360e2d7e,70006.65095597142
03967601f,5013822.717190939
03a963ee8,3572944.611972196
03c23ecdf,31437633.656497546
03d938c35,188030.43837154473
03e106196,621125.2724402846
03ec1414d,205636.62034692892
03f924fe6,9911736.780164693
040843487,4632782.000433825
0424bf0f1,2252283.6579375626
042cdc62a,3922609.4828312527
043a2b686,15621739.126699086
048042a7b,51995.43677608092
04a154f62,9045702.121200737
04b3efeb9,2532850.752355623
04bc62ea4,1735058.5239628966
04d0e4cf0,4610485.55425315
04d0f44bc,3960486.300695657
04ed5af8a,1670180.436761995
04fbf2d59,1207801.05961488
0527dddcf,3936852.977342957
0528302c3,5907380.0342761595
0536e2258,1009379.6739930703
054da754d,3036248.6473702346
056c44518,30035201.096189857
058c8b11d,1747835.4048660307
0599759ce,6906242.931421094
059b6f1fa,2510358.753919327
059d00929,8150123.563930769
05a4eee1d,197142.1903795777
05b3e7717,10090905.515834825
05bd95a13,20697621.654601473
05f28202c,572928.833346161
061309a97,1967863.9093720342
06131d5cc,5835816.1612875005
062bb21e8,926620.3133472204
06488c90a,2421540.4178054947
064d48f86,2623882.448971522
0662f9392,3719881.5949203023
066502f55,3361755.4323400906
066608dee,93090.25387843556
06843cff2,5955796.983198651
068d32d7f,170153.01095272694
06cd03d09,3065232.5957612502
06e503809,20071246.030289236
06f5eb3b9,1425178.9996066864
06f84353d,407081.6620542389
06f8d2837,663643.6954285348
06fab8e09,9395649.86336429
070ff9b8c,1526874.503299539
071329972,8071072.264088586
071b32ef7,344751.49781044014
0733849bd,575700.9843982604
07495ca77,17977179.04062289
0763993d0,16291643.665603746
0770e5ca3,19095025.176795233
077787b5d,10401786.781621596
07874a916,1887845.718938845
078c9588e,3850085.6705408683
07902a079,2896317.743288834
07954eaf6,722697.0170354716
079a1e508,1353542.7601414889
07b34096c,32203.35809276949
07b7baef9,3975886.6674566725
07d01b837,2641173.1163964137
07eb3e75d,24219904.24551662
0803772fe,10561542.451123698
08067f653,2845733.7217338467
08207f2c5,64078.744535041194
0823dffa9,102539.83939104542
084461f11,717987.8945797228
0850d8ad9,670327.611399987
08557af71,32003223.31652247
085fb524c,3454454.853884231
086a34c77,1206271.5153508526
08799037c,24544046.28334867
087ea0844,10057468.404143104
089248d8e,13551523.753885102
08b341d7d,1947112.5843712979
08c00d3d8,1968548.012090566
08c1f91b0,196327.31251245053
08cb967e3,613614.1240432936
08cc2588d,166619.70570798664
08d27660b,3670821.5611518905
08ea2ecae,226818.65281502213
08f544828,24147010.504259884
08f855d4b,2577039.184352773
09183a245,4156063.5306797144
0929d169b,1625313.089530233
0933f9d69,10070170.28607926
0938ad7cf,3903217.906199963
093c7e5e3,2657206.481882377
09470c145,284588.8589033482
0953d0754,1536778.4872956309
0975e4371,5899506.355330994
097b5abba,1689398.2602790596
099606598,1619894.640495698
09ae3dc3a,3985009.367924783
09ae920d2,11650381.651056148
09b364ec5,8030876.361345357
09bd7fed6,4890806.58536329
09d3f15c7,426661.9096004761
09edae2ab,35328469.26570181
09faef65b,1964907.4305181885
0a0e74070,100964.29465834325
0a26a4be2,23403384.63681729
0a3df71ab,111561.55324002329
0a48a49fa,7779085.372007138
0a5bd4c80,2841361.402336124
0a6e926ca,11234980.212060185
0a730d90b,1440515.1714496578
0a76fdaa3,2901467.4934119014
0a845633d,6010090.067916719
0a8ec2e6a,790153.6863726627
0aaa23f8a,2907100.0266192965
0adce5e78,1727881.9184582476
0add41ccf,11588857.316967783
0ae1fdc31,1160212.4818606048
0af7c3421,11392706.526719058
0afd2e694,9866621.722106818
0aff378aa,4979417.740042138
0b11670cf,3548992.823115143
0b132f2c6,495108.4024131466
0b1f5ef87,1782692.9648385157
0b20202fc,298592.0005056681
0b297d9f3,1742641.3122500016
0b59b910e,1836713.2901488713
0b625d947,5427159.553593573
0ba28f4da,2184271.4416501815
0babe6002,386666.1098992423
0bbbe8deb,4049042.1299717505
0bc4faf0e,272490.4392284421
0bd4a8ad2,9177041.607411476
0bd9b8737,4567559.259928821
0c32c635c,5915076.005408499
0c409e831,382666.62798421644
0c444d13b,3542181.8414254934
0c4dfffad,3942635.7075104583
0c5491505,621626.683845979
0c5525a98,392470.8889921173
0c5b5c1e0,296891.8177264439
0c8b1a649,3560591.1072468716
0c97eddd2,9879322.327429974
0cba9fad9,4964666.746364314
0cbd1021b,432358.59919282125
0cc925146,1665806.9855484676
0ccf73685,3490961.394199106
0cef183f7,62894.132064895064
0cef3a40b,603862.2915703707
0cf253360,4944606.758499771
0cfbe380d,383924.8124830433
0d00a4015,2881860.315664538
0d3e49bb0,1289521.4210529001
0d40b481b,8555860.39412507
0d6201f52,15975261.368168596
