feature,rmse
1931ccfdd,0.6159831388711278
e176a204a,0.6170381911992969
f190486d6,0.6173418812845479
9fd594eec,0.6188197916398056
66ace2992,0.6197951038434951
20aa07010,0.6202669666853942
703885424,0.6204996599653748
c47340d97,0.6211440193811784
1db387535,0.6214387051321972
de4e75360,0.6224185824183148
491b9ee45,0.6229363290680512
adb64ff71,0.6232568758397643
324921c7b,0.6235132260203685
84d9d1228,0.6235219965453352
c2dae3a5a,0.6235501344124728
3f4a39818,0.6236439429357652
bb1113dbb,0.6238002624922071
b43a7cfd5,0.6240301835117806
0572565c2,0.6240598159855272
62e59a501,0.6244877620147324
f74e8f13d,0.6248617793684101
70feb1494,0.6249557842595117
fc99f9426,0.6249577719449833
58e2e02e6,0.6249928278237088
0ff32eb98,0.6251770082909752
c8d582dd2,0.6253509071402013
32174174c,0.6256707615637557
b98f3e0d7,0.6256933952181645
27461b158,0.6258870359554629
fb0f5dbfe,0.6262487197598017
c928b4b74,0.6262590856934596
f39074b55,0.6265620112265874
91f701ba2,0.6265666408689643
45f6d00da,0.6270640741172059
47cd6e6e4,0.6271255157435311
540cc3cd1,0.6275745566578138
ba42e41fa,0.6275973334747978
83635fb67,0.627684147156221
5ac278422,0.6277825995456036
861076e21,0.6277941677173443
c5a231d81,0.6278405389701005
87ffda550,0.6278857096779566
15ace8c9f,0.6280353287284564
c944a48b5,0.6281199491297383
350473311,0.6281593116856106
ad009c8b9,0.6282663651324751
024c577b9,0.6285171434473444
eeb9cd3aa,0.628627533438152
277ef93fc,0.6288435117701493
1c71183bb,0.6288572963264865
f58fb412c,0.628947373135297
e078302ef,0.629116946784306
2b2a10857,0.6291643043110465
57dd44c29,0.629307387939144
2288333b4,0.6293555794397248
a3fc511cd,0.6294967302286136
ecb354edf,0.6295214920437824
191e21b5f,0.6295717386572687
190db8488,0.6295741236833539
4d2671746,0.629622821744039
ea772e115,0.6296310581502176
ce3d7595b,0.6296396527472825
8e4d0fe45,0.6296509618950705
04b88be38,0.6296660098502577
f1e0ada11,0.6298236077692398
01005e5de,0.6298651676234328
1d04efde3,0.6299255675051458
6eef030c1,0.6299435540200241
d6bb78916,0.6300791867619437
525635722,0.630158643903212
b6daeae32,0.6302072041581936
a39758dae,0.6302415566373665
f9e3b03b7,0.630271125996278
62fb56487,0.6303134762513392
d83a2b684,0.6303234742055969
963a49cdc,0.6303408372347028
8c0a1fa32,0.6303623154535176
ea4046b8d,0.6303893624291768
f02ecb19c,0.6303924617398259
948e00a8d,0.6304866010028949
b7c931383,0.6305544095182609
ba852cc7a,0.6306530908748398
9de83dc23,0.6306551144889894
fb49e4212,0.6306828147838632
f97d9431e,0.6306977215003768
f51378159,0.6307269653298806
b30e932ba,0.6307369893624913
371da7669,0.6307613206420266
d48c08bda,0.6308233374773745
6cf7866c1,0.6309653009514634
e803a2db0,0.6309732786105923
58232a6fb,0.631024056017229
2ec5b290f,0.6311165753400474
b8f892930,0.6311806489321566
9306da53f,0.6312120912971778
13bdd610a,0.631232243098043
d6470c4ce,0.6312852303335784
72d34a148,0.6313453843715184
0c9462c08,0.6313465510473294
88ef1d9a8,0.6313491730786834
9abffd22c,0.6313679874191643
d7875bb6c,0.631391008806741
f16a196c6,0.6314160433210759
092271eb3,0.6314413113331363
1e6306c7c,0.6314700650352776
9c3154ae6,0.6315048388731086
23310aa6f,0.6315053897806346
f8cd9ae02,0.6315082295102723
041c5d0c9,0.6315562628588919
1702b5bf0,0.6315676192016695
44d5b820f,0.6315905326930269
a09a238d0,0.6316101303722327
db3839ab0,0.6316397338237123
8337d1adc,0.6316755625001934
ead538d94,0.6316900482019451
1977eaf08,0.6317187677976207
bd6da0cca,0.6317286476981726
d5754aa08,0.6317777807951047
8f57141ec,0.6318166769637178
64e483341,0.631827718773803
230a025ca,0.6318582837913184
236cc1ff5,0.6319062351368077
2570e2ba9,0.6319313000786774
578eda8e0,0.6319551998004937
b75aa754d,0.6320075891773737
6eaea198c,0.6320317953420027
ed8951a75,0.6320887608060537
8675bec0b,0.6321149318113222
bdf773176,0.6321334227815582
26fc93eb7,0.632146404108789
1d5df91e2,0.6321748380538389
99e779ee0,0.6322066174468552
2ad744c57,0.632263132241384
22abeffb6,0.6322783284275255
f14b57b8f,0.6323298123536973
0186620d7,0.6323398293485559
e75cfcc64,0.6323650118665314
4416cd92c,0.6323768109478739
95742c2bf,0.6324460342582547
e43343256,0.6324566501531977
5d9f43278,0.6324789981682511
1da5c1b6b,0.6325391719014796
d6006ff44,0.6325430627298104
fcc17a41d,0.6325508042440707
50e4f96cf,0.6325578508266045
d79736965,0.6325783890646648
18c35d2ea,0.6326383033086261
ef30f6be5,0.6326472634664888
aac52d8d9,0.6326849023829278
5291be544,0.6327121664050948
20551fa5b,0.6327122978747314
22d7ad48d,0.6327349987163184
6c0e0801a,0.6327629065063163
f7d385108,0.6328085565873511
a75d400b8,0.6328337130038871
0784536d6,0.6328364703572509
21e0e6ae3,0.6328562097962481
3de2a9e0d,0.6328705780787856
d5e6c18b0,0.6328902788767813
b6c0969a2,0.6328988507513269
555f18bd3,0.6329114086089079
99f466457,0.6329253303076593
cbb673163,0.6329614569641985
5e645a169,0.6330274301523551
bf042d928,0.6330303155233042
8479174c2,0.6330370634771912
0a26a3cfe,0.6330524569054186
3bdee45be,0.6330571067058975
1fe5d56b9,0.633087808269293
2eeadde2b,0.6331030430968305
34d3715d5,0.6331259280170566
0d7692145,0.6331749791944273
2e3c96323,0.6331843908851457
f296082ec,0.6331965081054343
